course_id,course_title,is_paid,level,subject,url,content_duration_hr,num_lectures,price,reviews,students,published_datetime
504036,Short Selling: Learn To Sell Stocks Before The Fall,Paid,Intermediate Level,Business Finance,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,1.5,19,75,106,2276,2015-06-22 02:18:35
719698,Basic Technical Analysis: Learn the structure of the market,Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-basic-technical-analysis/,1.5,16,20,79,4919,2016-08-01 09:21:26
564966,The Complete Chart Pattern Trading Course: A Proven Approach,Paid,All Levels,Business Finance,https://www.udemy.com/make-money-trading-stocks-from-home/,4.0,52,200,115,2666,2015-10-08 02:07:35
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,Paid,All Levels,Business Finance,https://www.udemy.com/7-deadly-mistakes-of-investing/,1.5,23,50,24,5354,2015-09-21 11:10:34
58977,Financial Statements Made Easy,Paid,Beginner Level,Business Finance,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,0.583333333,12,95,249,8095,2013-08-06 05:21:26
1242604,Winning Forex Trading with Live Forex Trading Examples,Paid,All Levels,Business Finance,https://www.udemy.com/forexmacross/,2.0,25,200,3,809,2017-05-06 07:54:04
798740,Forex Traders - Create Your First Trading Robot. No Coding!,Paid,All Levels,Business Finance,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,4.0,39,200,84,2295,2016-02-05 12:26:48
506568,Create A Business From Home Trading Stocks Today In 2017,Paid,All Levels,Business Finance,https://www.udemy.com/work-from-home-buying-penny-stocks/,2.0,16,75,83,10149,2015-05-26 10:25:46
1020760,Introduction to Accounting : Mastering Financial Statements,Paid,Beginner Level,Business Finance,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,1.0,23,50,38,1916,2016-05-12 02:14:17
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,Paid,All Levels,Business Finance,https://www.udemy.com/ethereum/,2.0,40,45,333,2507,2016-05-30 11:53:46
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,Paid,All Levels,Business Finance,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,5.0,50,150,518,5786,2015-01-31 07:34:05
353044,Investing 101: The Complete Online Investing Course,Paid,All Levels,Business Finance,https://www.udemy.com/online-investing-guide/,4.5,42,200,373,5334,2014-11-28 09:49:03
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,Paid,Intermediate Level,Business Finance,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,2.0,25,175,237,4005,2015-12-04 01:13:47
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),Paid,All Levels,Business Finance,https://www.udemy.com/learn-mql5/,4.5,81,150,103,2877,2016-04-26 03:41:46
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,Paid,Beginner Level,Business Finance,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,3.0,37,140,25,1026,2017-06-27 03:21:31
1170894,Python Algo Stock Trading: Automate Your Trading!,Paid,Beginner Level,Business Finance,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,2.5,41,95,21,1165,2017-05-28 04:41:03
948974,THE Forex Robot: Incredible ROI (Robot Included),Paid,All Levels,Business Finance,https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,1.5,35,200,171,1843,2016-04-10 08:20:57
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,Paid,All Levels,Business Finance,https://www.udemy.com/bitcoin-for-beginners/,6.5,80,45,449,8797,2015-08-01 07:55:15
1217778,Mastering High Probability Iron Condor Options Trading,Paid,All Levels,Business Finance,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,2.0,22,200,11,1030,2017-05-31 10:22:08
1246208,The Complete Short Course on Ethereum,Paid,All Levels,Business Finance,https://www.udemy.com/ethereum1/,1.5,28,200,12,1041,2017-11-06 12:02:03
434774,Options Trading Stocks: Proven Toolbox For Financial Success,Paid,Intermediate Level,Business Finance,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,10.0,68,195,118,7884,2015-05-19 04:25:41
308690,Forex Trading A-Zâ„¢ - With LIVE Examples of Forex Trading,Paid,Beginner Level,Business Finance,https://www.udemy.com/forex-trading/,5.5,52,195,2476,16900,2014-12-12 03:58:39
888716,"Introduction to Finance, Accounting, Modeling and Valuation",Paid,All Levels,Business Finance,https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,4.5,61,200,1118,11441,2016-06-27 11:12:23
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Paid,All Levels,Business Finance,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,7.5,138,195,2697,22257,2014-11-25 03:00:40
965832,The Complete Investment Banking Course 2017,Paid,All Levels,Business Finance,https://www.udemy.com/the-complete-investment-banking-course-2016/,5.5,110,195,809,8575,2016-10-10 09:16:26
648826,The Complete Financial Analyst Course 2017,Paid,All Levels,Business Finance,https://www.udemy.com/the-complete-financial-analyst-course/,10.0,174,195,2347,24481,2016-01-20 05:38:48
1035472,Python for Finance: Investment Fundamentals & Data Analytics,Paid,All Levels,Business Finance,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,6.5,103,195,278,3811,2017-03-30 03:17:09
1154754,Financial Modeling for Startups & Small Businesses,Paid,Beginner Level,Business Finance,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,11.5,79,195,137,4991,2017-03-29 03:36:05
627540,Options Trading - How to Win with Weekly Options,Paid,Intermediate Level,Business Finance,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,1.0,25,115,1190,7489,2015-10-22 02:54:28
301442,Black Algo Trading: Build Your Trading Robot,Paid,All Levels,Business Finance,https://www.udemy.com/build-your-trading-robot/,16.0,227,200,1113,20195,2014-10-27 03:01:36
640100,Accounting & Financial Statement Analysis: Complete Training,Paid,All Levels,Business Finance,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,3.0,43,150,594,10042,2015-10-21 05:03:48
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,Paid,All Levels,Business Finance,https://www.udemy.com/cryptocurrency-trading/,5.0,35,95,42,367,2017-06-21 04:18:47
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Paid,All Levels,Business Finance,https://www.udemy.com/backtesting/,5.5,42,200,872,10603,2014-12-10 02:19:11
1214702,Three Steps Trading - Live Trading - Real Account,Paid,All Levels,Business Finance,https://www.udemy.com/three-steps-trading-live-trading-real-account/,5.0,46,190,11,1197,2017-05-24 04:02:07
848664,Option Trading for Rookies:  Understand Options Completely,Paid,All Levels,Business Finance,https://www.udemy.com/complete-course-introduction-to-option-trading/,2.0,62,150,65,2893,2016-10-08 08:27:06
1142570,How I Learned Stock Trading (and How You Can Too),Paid,Expert Level,Business Finance,https://www.udemy.com/best-stock-traders/,2.0,53,200,12,1580,2017-02-05 02:20:54
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,Paid,All Levels,Business Finance,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,3.0,77,95,71,10605,2014-10-24 11:13:49
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,Paid,Intermediate Level,Business Finance,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,2.0,23,125,200,2996,2015-08-03 05:24:38
885974,Four Fundamentals of Financial Planning,Paid,All Levels,Business Finance,https://www.udemy.com/four-fundamentals-of-financial-planning/,1.0,20,30,23,6219,2017-02-13 08:42:58
1151092,Options Trading - Calendar Spread Course for Every Trader,Paid,All Levels,Business Finance,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,1.5,17,200,11,1113,2017-02-04 02:46:00
358326,Dividend Investing: Build Your Portfolio for a Better Future,Paid,Beginner Level,Business Finance,https://www.udemy.com/dividend-investing/,4.0,47,60,83,8314,2015-01-23 10:31:19
153210,Learn Accounting. Understand Business.,Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-accounting-understand-business/,5.5,33,200,123,5572,2014-03-27 10:58:37
834836,How to Consistently Win Trading Stocks in 30 Days or Less,Paid,Intermediate Level,Business Finance,https://www.udemy.com/winningstocktrades/,1.0,15,145,169,1433,2016-08-05 10:44:33
1171994,A Beginner's Guide to Quantopian Futures API,Paid,Intermediate Level,Business Finance,https://www.udemy.com/quantopian-futures/,1.5,11,20,6,936,2017-10-04 05:59:50
1239068,How to Buy Cheap Options - Options Trading Pricing Model,Paid,All Levels,Business Finance,https://www.udemy.com/options-black-scholes-model/,1.0,19,200,2,658,2017-02-06 11:12:45
985922,Excel Crash Course: Master Excel for Financial Analysis,Paid,All Levels,Business Finance,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,3.5,40,105,689,8121,2016-10-17 05:51:59
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",Paid,Beginner Level,Business Finance,https://www.udemy.com/financial-markets-a-to-z-for-beginners/,9.0,79,60,600,4187,2016-02-29 10:45:41
165964,Stock Trading Ninja: Complete System For Trading Success,Paid,All Levels,Business Finance,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,4.5,38,155,497,9445,2014-02-19 11:04:28
855172,Hedge and Mutual Fund Careers: The Complete Guide,Paid,All Levels,Business Finance,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,8.5,102,200,340,3255,2016-06-20 01:17:12
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Paid,All Levels,Business Finance,https://www.udemy.com/learn-mql4/,6.5,40,185,713,7941,2014-11-08 01:01:14
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,Paid,All Levels,Business Finance,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,5.5,76,150,158,1680,2016-11-25 08:09:14
43319,Options Trading Basics (3-Course Bundle),Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-options-trading-courses/,11.0,45,180,985,10100,2013-02-25 03:36:06
408440,How to Win 97% of Your Options Trades,Paid,All Levels,Business Finance,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,1.5,26,125,461,5050,2015-09-02 08:21:40
918688,How I Make Consistent Returns Trading Options,Paid,All Levels,Business Finance,https://www.udemy.com/how-i-make-15-per-month-trading-options/,3.5,26,200,162,2310,2016-05-10 10:42:52
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",Paid,All Levels,Business Finance,https://www.udemy.com/money-management/,3.0,32,185,506,5528,2015-02-19 03:31:27
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",Paid,All Levels,Business Finance,https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,5.0,28,125,237,6451,2014-04-16 06:58:31
401784,Options Trading Introduction: Day Trade Stock Options,Paid,Beginner Level,Business Finance,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,2.5,30,95,218,12394,2015-02-20 01:39:41
1122792,The Almost Perfect Options Trading Strategy System - Unique,Paid,All Levels,Business Finance,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,1.0,15,200,18,1793,2017-03-03 01:43:05
709500,Forex Trading -  Learn to Trade Forex Like the Banks,Paid,All Levels,Business Finance,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,1.0,23,20,240,3223,2016-03-30 08:29:03
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,Paid,Beginner Level,Business Finance,https://www.udemy.com/introduction-to-japanese-candlesticks/,3.0,45,60,273,16385,2014-01-09 08:53:13
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,Paid,All Levels,Business Finance,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,2.0,18,200,16,1487,2017-08-03 01:09:41
834558,What Finance Job is for You? Explanation of 14 Finance Roles,Paid,All Levels,Business Finance,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,4.0,60,200,232,2951,2016-03-05 10:22:32
551968,The Blueprint for Successful Stock Trading,Paid,All Levels,Business Finance,https://www.udemy.com/stock-market-millionaire-blueprint/,1.0,15,120,331,2697,2015-08-13 11:58:05
1005658,Trading for Beginners - Intermediate Level,Paid,Beginner Level,Business Finance,https://www.udemy.com/trading-for-beginners-tier-2/,5.0,39,150,40,3979,2016-08-11 05:45:20
746432,Start Trading Stocks Using Technical Analysis!,Paid,All Levels,Business Finance,https://www.udemy.com/professional-stock-trader/,4.0,45,25,244,3190,2016-03-02 09:10:31
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,Paid,Expert Level,Business Finance,https://www.udemy.com/hedge-fund-startup/,1.5,54,200,71,1406,2017-01-18 12:55:27
284118,VPS for Forex Trading - Protect Your Forex Robots,Paid,All Levels,Business Finance,https://www.udemy.com/forex-vps/,2.0,24,160,225,4252,2014-09-18 09:07:58
302562,Introduction to Accounting: The Language of Business,Paid,Beginner Level,Business Finance,https://www.udemy.com/learnaccountingforfree/,11.5,134,20,370,11958,2014-02-10 02:16:55
596598,Basic Excel for Basic Bookkeeping and Accounting,Paid,Beginner Level,Business Finance,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,1.5,33,95,340,7743,2015-09-09 05:30:48
860890,"Using 'The Greeks To Understand Options""",Paid,All Levels,Business Finance,https://www.udemy.com/options-greeks/,1.0,5,50,55,2134,2016-07-13 11:37:40
951050,Trading Options For Consistent Returns: Calendar Spreads,Paid,All Levels,Business Finance,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,1.5,20,200,69,1214,2016-06-10 09:58:46
796450,How to Create Your Personal Budget,Paid,All Levels,Business Finance,https://www.udemy.com/personal-budget/,1.0,10,20,53,3870,2016-03-21 02:09:49
502772,The Complete Value Investing Course: A Proven Approach,Paid,All Levels,Business Finance,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,4.5,49,200,212,2146,2015-06-16 03:43:07
1102462,FOREX Trading with Price Action,Paid,Beginner Level,Business Finance,https://www.udemy.com/forex-trading-system/,1.0,19,195,57,484,2017-03-14 11:30:55
1062092,Emini ES Futures - Advanced Non Directional Options Trading,Paid,All Levels,Business Finance,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,1.5,14,200,15,1057,2017-11-01 12:48:19
891484,Forex Trading - Advanced Fundamental Analysis,Paid,Intermediate Level,Business Finance,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,2.5,49,20,100,1754,2016-06-30 10:06:46
1217064,How To Invest With Tiny Capital In Stocks ?,Paid,Beginner Level,Business Finance,https://www.udemy.com/howtoinvest5k/,1.1,6,20,5,1239,2017-05-23 09:07:09
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,Paid,All Levels,Business Finance,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,9.5,108,95,276,2493,2015-01-31 11:02:09
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Paid,Beginner Level,Business Finance,https://www.udemy.com/metatrader4/,5.0,57,150,402,2602,2015-10-28 10:32:56
474928,Intermediate Options trading concepts for Stocks and Options,Paid,All Levels,Business Finance,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,1.0,9,40,30,2000,2015-04-13 01:28:04
1148774,Options Trading 101: The Basics,Free,Beginner Level,Business Finance,https://www.udemy.com/options-trading-101-the-basics/,0.55,11,0,66,1514,2017-03-23 03:19:57
959144,Practical Accounts APP Overview,Paid,Intermediate Level,Business Finance,https://www.udemy.com/practical-accounts-app-overview/,3.0,14,20,1,1361,2016-04-10 04:38:32
1233350,Bitcoin Profits for Beginners,Paid,Beginner Level,Business Finance,https://www.udemy.com/bitcoin-profits-for-beginners/,1.5,30,100,18,61,2017-09-06 10:01:05
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,Paid,All Levels,Business Finance,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,5.5,60,75,31,1513,2015-04-08 12:16:51
724062,Financial Statements Basics,Paid,Beginner Level,Business Finance,https://www.udemy.com/financial-statements-basics/,2.0,9,20,19,1374,2016-01-14 10:58:56
474212,High performance Stock Trading using key Options techniques,Paid,All Levels,Business Finance,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,1.5,6,40,15,2103,2015-12-04 03:28:45
771276,Introduction to Financial Statement Analysis,Paid,Beginner Level,Business Finance,https://www.udemy.com/introduction-to-financial-statement-analysis/,1.5,25,20,25,1480,2016-03-21 10:00:37
388164,Basics of Economics (College Level),Paid,All Levels,Business Finance,https://www.udemy.com/economics-for-accounting-and-finance-professionals/,1.5,20,25,12,2516,2015-08-01 05:55:52
133536,Stock Market Investing for Beginners,Free,Beginner Level,Business Finance,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,1.5,15,0,2698,50855,2013-12-25 11:53:34
655300,Accounting for Beginners : Learn Basics in under 1 Hour,Paid,Beginner Level,Business Finance,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,1.5,20,50,13,1971,2015-03-12 09:08:10
949504,Straddle Options Trading - Profit in Any Market Direction,Paid,All Levels,Business Finance,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,1.0,19,200,9,837,2016-03-10 10:32:40
265960,Fundamentals of Forex Trading,Free,All Levels,Business Finance,https://www.udemy.com/fundamentals-of-forex-trading/,1.0,23,0,620,17160,2014-08-29 01:10:38
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,1.0,24,195,38,1723,2015-12-14 10:29:57
923616,Website Investing 101 - Buying & Selling Online Businesses,Free,All Levels,Business Finance,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,2.0,51,0,151,6811,2016-05-08 10:03:15
741898,Practical Accounts & Bookkeeping Automated Overview,Paid,All Levels,Business Finance,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,4.5,30,20,17,2060,2016-01-28 01:43:31
381330,Live Account - ETF Trading System - Hacking The Stock Market,Paid,All Levels,Business Finance,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,5.0,16,150,19,2318,2014-12-30 07:29:21
545918,Stock Market Leverage: How to Start Trading Options Wisely,Paid,Beginner Level,Business Finance,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,1.5,13,95,14,2153,2015-07-27 11:39:51
191854,Stock Market Foundations,Free,Beginner Level,Business Finance,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,2.0,9,0,794,19339,2014-03-31 02:35:06
471546,Crash Course on Working Capital Management,Paid,All Levels,Business Finance,https://www.udemy.com/crash-course-on-working-capital-management/,1.0,8,20,8,3177,2015-04-16 10:35:54
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Paid,All Levels,Business Finance,https://www.udemy.com/branch-accounts-a-complete-analysis/,62.0,462,150,16,1535,2016-03-06 10:42:27
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,Paid,All Levels,Business Finance,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,1.5,25,20,29,1027,2016-07-18 03:38:56
1191504,How to create a routine Trading,Paid,All Levels,Business Finance,https://www.udemy.com/how-to-create-a-trading-routine/,0.133333333,5,25,8,307,2017-01-05 11:50:43
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",Paid,All Levels,Business Finance,https://www.udemy.com/forex-trading-robot-forex-trading/,1.08,29,150,48,2096,2015-08-24 03:16:54
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Paid,Beginner Level,Business Finance,https://www.udemy.com/forex-sos-course/,2.5,59,50,48,1315,2015-11-18 02:40:10
151668,Introduction to Financial Modeling,Free,Intermediate Level,Business Finance,https://www.udemy.com/financial-modeling-asimplemodel/,1.5,8,0,1463,29167,2014-05-27 09:22:16
1105344,Quantitative Aptitude for Banking & Competitive Examinations,Paid,All Levels,Business Finance,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,3.0,42,50,1,1056,2017-09-02 11:33:52
44836,Option Spreads and Credit Spreads Bundle,Paid,Expert Level,Business Finance,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,4.5,24,180,194,2212,2013-05-03 10:27:38
840300,B Com Accountancy I (Paper ECO 02 IGNOU),Paid,All Levels,Business Finance,https://www.udemy.com/accounts-from-incomplete-records/,31.5,284,50,6,2946,2016-05-05 04:07:43
1100054,FOREX TRADING - Learn in a quick + profitable way + support,Paid,All Levels,Business Finance,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,3.5,47,100,48,271,2017-02-20 03:45:20
421054,Auditing Basics (Professional Course Level),Paid,All Levels,Business Finance,https://www.udemy.com/basics-of-auditing/,2.5,35,25,10,3771,2015-02-13 06:37:18
528784,Stock market Investing Encyclopedia: How to invest in stocks,Paid,Intermediate Level,Business Finance,https://www.udemy.com/stockmarket/,3.0,39,200,11,3143,2015-10-11 02:55:53
637430,Learn the basics of preparing accounting statements,Paid,Intermediate Level,Business Finance,https://www.udemy.com/basics-of-financial-accounting/,0.55,20,20,30,1951,2015-10-13 02:07:22
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,Paid,Expert Level,Business Finance,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,1.0,14,90,35,4022,2016-12-15 07:49:13
777444,Corporate Finance - A Brief Introduction,Free,Beginner Level,Business Finance,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,1.5,17,0,649,11724,2016-03-03 09:58:09
474238,Excel functions to analyze and visualize data,Paid,Intermediate Level,Business Finance,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,2.0,16,20,54,2283,2015-04-20 11:52:32
1245244,Building Financial Statements in Excel,Paid,Beginner Level,Business Finance,https://www.udemy.com/guide-to-building-financial-statements/,1.0,18,35,1,1181,2017-06-29 04:34:42
1051570,Transfer Pricing A Complete Analysis,Paid,All Levels,Business Finance,https://www.udemy.com/transfer-pricing-a-complete-analysis/,2.5,14,50,3,1852,2016-12-28 10:19:16
262370,Accounting: Get Hired Without Work Experience,Paid,All Levels,Business Finance,https://www.udemy.com/accounting-get-hired-without-work-experience/,1.0,20,100,187,4661,2014-01-09 02:43:47
1188178,Forex Trading for Beginners - Basics,Paid,All Levels,Business Finance,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,1.0,11,50,9,989,2017-04-24 09:42:56
824592,Basic Bookkeeping Hacks,Paid,All Levels,Business Finance,https://www.udemy.com/basic-bookkeeping/,1.5,28,20,16,5841,2016-06-14 08:43:23
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),Paid,All Levels,Business Finance,https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,9.5,61,200,14,1087,2017-03-22 10:54:27
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",Paid,Beginner Level,Business Finance,https://www.udemy.com/forexoptions/,1.0,26,200,4,611,2017-07-06 10:15:07
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",Paid,All Levels,Business Finance,https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,20.0,15,60,149,1922,2016-01-20 05:25:31
252396,How to Pick The Right Penny Stocks To Invest In 2017,Paid,All Levels,Business Finance,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,2.5,23,150,65,9015,2014-01-07 01:04:27
1198166,Top 10 Trading Ideas in the Equities Market,Paid,All Levels,Business Finance,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,1.0,12,20,4,661,2017-02-05 02:59:07
920604,Intro to Financial Modeling,Paid,Beginner Level,Business Finance,https://www.udemy.com/intro-to-financial-modeling/,6.0,55,105,110,1077,2016-08-19 01:12:24
215728,Shark Accounting - Building a Business by the Numbers!,Paid,Beginner Level,Business Finance,https://www.udemy.com/shark-accounting/,1.5,17,20,140,6050,2014-05-18 12:08:04
722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,Paid,All Levels,Business Finance,https://www.udemy.com/trade-forex/,4.0,45,150,46,3523,2016-10-01 01:39:39
48841,Accounting in 60 Minutes - A Brief Introduction,Free,Beginner Level,Business Finance,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,1.5,16,0,4397,56659,2013-07-04 02:39:25
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Paid,Beginner Level,Business Finance,https://www.udemy.com/sap-fico-for-sap-beginners/,5.0,59,100,101,1444,2016-07-25 09:08:07
317030,Learn how to double your Forex Trading Account in one trade,Paid,Intermediate Level,Business Finance,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,2.5,36,60,424,2900,2014-10-19 03:04:51
